být	be
přistěhovalec	immigrant
souhrn	summary
hypermarket	hypermarket
kazatel	preacher
povedený	hilarious
rozplynout	go by the board
typicky	typically
zatížit	encumber
evidovat	register
kriminál	jail
Kristián	Kristian
nakladatel	publisher
FC	FC
francouzsky	French
kmín	cumin
ošetřovatelka	nurse
salám	salami
sójový	soya
tvaroh	curd
jednatel	secretary
náhodně	casually
olovo	lead
poslušně	obediently
požitek	pleasure
připevnit	fasten
systematicky	systematically
žárlivost	jealousy
čtvrtfinále	Quarterfinals
diskusní	discussion
katastrofální	disastrous
Mike	Mike
Pavla	Pavla
protivný	disagreeable
rebel	rebel
udržování	upkeep
vodítko	guide
vytrvale	steadily
efektivita	effectiveness
něčí	someone
nejeden	many
odsuzovat	condemn
podceňovat	underestimated
vyhřátý	heated up
izolační	insulating
jednorázový	disposable
jihoafrický	South African
jižně	south
nauka	science
odlehlý	remote
Antonio	Antonio
koupel	bath
Pákistán	Pakistan
procesní	procedural
puk	puck
učiliště	training institution
hráčka	player
krutost	cruelty
strejček	Uncle
utvořit	form
zdánlivý	apparent
brazilský	Brazilian
čistírna	laundry
napadený	attacked
obklopený	Surrounded
odříznout	cut off
porodní	Birth
Post	Post
prostorný	spacious
CZ	GB
diktátor	dictator
hliněný	earthen
Kafka	Kafka
libovat	Thriving
podmínit	subject
primář	senior consultant
prohrávat	losing
užitkový	utilitarian
vysypat	dump
ema	ema
plíseň	blight
prověřovat	check
stařík	old man
zraky	eyes
žasnout	marvel
akvizice	acquisitions
Balkán	Balkans
nedorozumění	misunderstanding
třináctý	thirteenth
recyklace	recycling
Pierre	Pierre
strašit	haunt
Viktoria	Viktoria
ženich	groom
houpat	swing
napadení	attack
nasazený	pitched
prémie	bonus
přenosový	Transmission
rozevřít	unfold
támhle	there
vzkázat	send word
odpuštění	forgiveness
přídavný	additional
říčka	creek
vydavatelství	Publishing
bankomat	ATM
Celia	Celia
chorvatský	Croatian
koňak	cognac
milování	love
takt	tact
alpa	ALP
flétna	flute
myslivec	gamekeeper
poetický	poetic
pramenit	spring
rozebírat	analyze
rozloučená	Separated
El	El
chvilička	half a minute
přehnat	overstate
rozmanitost	diversity
zastaralý	obsolete
lido	lido
podělit	share
přeplněný	crowded
svázaný	tied
bojiště	battlefield
nálepka	sticker
nebožtík	deceased
Parkhill	Parkhill
polknout	gulp
publikovaný	published
rukojmí	hostage
rychlostní	Speed
štěně	puppy
kdoví	who knows
neznámý	unknown
Palacký	Palacky
předávání	transmission
sedat	subside
tělocvična	gym
tlama	muzzle
avenue	avenue
měnící	changing
provždy	forever
černošský	Negro
doména	domain
kondice	fitness
příval	gush
relevantní	relevant
Ruda	Ore
sériový	serial
flóra	flora
kodex	code
mající	having
polykat	swallow
vytrvalý	unremitting
význačný	outstanding
zvrat	reversal
číhat	watch
Hynek	Hynek
inženýrský	Engineering
pohledný	comely
recenze	review
světle	light
udělení	conferment
usnadňovat	facilitate
znepokojovat	worry
dosažitelný	achievable
přenechat	leave
štvát	chase
znásilnění	rape
zrudnout	blush
Budapešť	Budapest
léčivý	medicinal
ponechávat	leave
poplach	alarm
tvořící	forming
vytlačit	squeeze out
hruška	pear
ilegální	illegal
klíček	sprout
krajně	extremely
odhodlání	resolve
rosický	Rosicky
rytmický	rhythmic
dokumentární	documentary
frakce	faction
Julius	Julius
krůček	step
narušovat	disturb
pohánět	actuate
rafinovaný	refined
uživit	make a living
ambiciózní	ambitious
chladně	coldly
kašlat	cough
vyjímat	remove
děkan	dean
legitimní	legitimate
mák	poppy
přizpůsobovat	customize
snědý	swarthy
učedník	apprentice
vyřizovat	transact
zablokovat	block
kometa	comet
Ludmila	Ludmila
napomoci	help
švestka	plum
troška	touch
Angela	Angela
Dieter	Dieter
chladno	cold
severozápad	northwest
zabiják	killer
zasednout	sit
zástupkyně	Deputy
cvrček	cricket
dravý	predatory
drogový	drug
samostatnost	independence
sklopit	folded
propagační	Promotional
Svěrák	Vice
zabraňovat	obstruct
oblastní	regional
součinnost	cooperation
pokraj	brink
účelný	effective
zaparkovat	park
klávesnice	keyboard
mítink	rally
montážní	assembly
rozzářit	shine
signalizovat	signaling
zahalit	enshroud
zbarvení	coloring
zbožňovat	idolize
Candy	Candy
nadsázka	hyperbole
pětatřicet	thirty-five
podlaží	storey
pokora	humility
poškozovat	harm
privátní	Private
želva	turtle
odměnit	reward
přemluvit	coax
sedávat	sit
sekretář	secretary
vernisáž	opening
zubní	dental
movitý	movable
National	National
oddat	marry
propuknout	burst out
razantní	penetrative
římsa	cornice
žebrák	beggar
archeolog	archaeologist
kriticky	critically
obvodní	District
přemýšlení	thinking
splatnost	maturity
vděčnost	gratitude
Barbora	Barbora
kamínek	stone
Luke	Luke
Srbsko	Serbia
zástěra	apron
čeleď	family
Toyota	Toyota
vyhodnotit	evaluate
výpočetní	computational
brouk	beetle
Jozef	Jozef
klenot	gem
Nobelův	Nobel
obratný	adroit
okrást	rob
underground	underground
vyvážit	outweigh
vyznamenání	commendation
květinový	floral
laso	lasso
minus	minus
obklad	poultice
sjednotit	unite
zabezpečovat	securing
západoevropský	Western European
instrument	instrument
máj	May
manévr	maneuver
referenční	Reference
únosný	bearable
vzdor	defiance
zpětně	retroactively
dědičný	hereditary
kopyto	hoof
myslitel	thinker
nakazit	infect
naskytnout	present itself
navazující	follow
PC	PC
řidičský	driving
sametový	velvety
vyvodit	draw
zástava	pledge
doplněný	complete
eliminovat	eliminate
Linda	Linda
meziroční	YoY
náležitost	requirement
polička	shelf
tleskat	applaud
vnitřně	internally
zubař	dentist
zvolení	election
Bosna	Bosnia
kop	kick
kousnout	bite
legrační	funny
poklička	lid
pokračující	ongoing
povel	command
rozhled	outlook
vodorovný	horizontal
zázvor	ginger
bavorský	Bavarian
dědic	heir
imunitní	Immune
jablonecký	Jablonec
jednostranný	one-sided
korejský	Korean
publicista	publicist
včasný	early
Wilson	Wilson
Barcelona	Barcelona
bronz	bronze
dopouštět	commit
Mojžíš	Moses
padající	falling
portugalský	Portuguese
poslušnost	obedience
rozkvět	florescence
sirotek	orphan
veš	louse
bříško	tummy
kmenový	tribal
maják	lighthouse
plemeno	breed
pokynout	beckon
stoprocentně	definitely
ubrousek	doily
zuřivý	furious
Czech	Czech
hlavice	capital
World	World
kli	cli
liberalizace	liberalization
Ormus	Ormus
ospalý	sleepy
pomale	slow
Quinn	Quinn
spojovací	connecting
strojní	machine
vítězit	win
zasunout	slide
zkomplikovat	complicate
deštník	umbrella
kšeft	racket
nudlička	noodle
réva	vine
vesničan	villager
vynutit	enforce
zámořský	overseas
kvalitativní	qualitative
podsvětí	underworld
senátní	Senate
tolerovat	tolerate
vůdčí	leading
zbrojní	arms
čtverec	square
hřát	warm
hygiena	hygiene
kuřák	smoker
Kypr	Cyprus
podnebí	climate
převodovka	transmission
temně	darkly
vyhazovat	throw away
vychutnávat	enjoy
zprostředkovat	convey
dívenka	girl
horizontální	horizontal
močový	urine
Shakespeare	Shakespeare
afghánský	Afghan
Bož	Of God
čaroděj	wizard
dramaticky	dramatically
motorka	motorbike
obsluhovat	operate
splatit	repay
tenhleten	this one
usínat	sleep
bombardování	bombing
masáž	massage
úctyhodný	venerable
udat	state
únavný	tiresome
ustavičně	incessantly
Larry	Larry
Leopold	Leopold
mzdový	Wages
ručička	needle
široko	wide
toxický	toxic
vyhlašovat	announce
vyznávat	worship
zachraňovat	rescue
odboj	revolt
Patrik	Patrick
samo	itself
sudí	Judges
zavrčet	growl
foukat	blow
chovatel	breeder
rozebrat	dismantle
statný	portly
topný	Heating
Forrest	Forrest
přistání	landing
spálený	burnt
větvička	twig
výběžek	spit
zatěžovat	burden
zrod	birth
důstojně	dignity
kontrolovaný	Controlled
Ládin	Laden
představený	introduced
složitost	complexity
ustavit	establish
uváděný	featured
zobák	beak
karosérie	bodywork
realismus	realism
řezat	cut
společensky	socially
VB	UK
West	West
atlet	athlete
Cave	Cave
komfort	comfort
malér	scrape
malovaný	painted
mezní	limit
urážet	insult
bába	old woman
desetkrát	ten times
dobrodružný	adventurous
Fin	Finn
kompenzace	compensation
Louny	Louny
měšťanský	burgess
odkazovat	reference
podvozek	chassis
půldruhý	Ninety
rozhodovací	decision
sklidit	clear away
teologie	theology
ubrus	cloth
žampion	mushroom
žralok	shark
banální	banal
Detroit	Detroit
diagnostický	diagnostic
kreditní	Credit
rozeznávat	distinguish
různorodý	varied
spojitost	connection
vítaný	welcome
vyhlédnout	peer
arcibiskup	archbishop
hybný	motive
Morgan	Morgan
nabádat	urge
pomstít	revenge
smečka	pack
spravit	mend
vystupování	manner
žurnalista	journalist
Andy	Andes
kladenský	Kladno
komentátor	commentator
masakr	massacre
národnostní	national
účelový	purpose-built
uhlík	carbon
uhodnout	guess
váza	vase
Barbara	Barbara
madam	madam
mars	mars
povodí	basin
starostka	mayoress
kontinentální	continental
přiměřeně	adequately
spára	gap
Mělník	Melnik
objektivně	objectively
orlice	eagle
předstih	advance
šev	seam
tuzemsko	Domestic
zrnko	grain
číslice	digit
elementární	elementary
herní	Gaming
nížina	lowland
dýka	dagger
finálový	Final
současník	contemporary
vysvědčení	certificate
fazole	beans
orientální	Oriental
rallye	Rally
rozpoutat	unleash
sporně	controversially
vrstevník	contemporary
vymezovat	define
agrární	agrarian
Danny	Danny
dřít	rub
Hugh	Hugh
klášterní	monastic
krycí	cover
očkování	vaccination
pastvina	pasture
připojovat	connect
tištěný	printed
uskupení	groups
vychladlý	cooled down
pat	stalemate
trpící	sufferers
utěšovat	comfort
Vlastimil	Vlastimil
benátský	Venetian
hučet	hum
charita	charity
listovat	browse
Manchester	Manchester
oddanost	dedication
prohledat	search
štítek	label
třídění	classification
zalíbit	please
zmáčknout	squeeze
zranitelný	vulnerable
červnový	June
čip	chip
kosmetický	cosmetic
obývák	living room
okouzlit	enrapture
platforma	platform
propojený	Linked
západočeský	Westbohemian
archív	archive
kočárek	stroller
konzumace	eating
polední	midday
popelnice	dustbin
připojený	attached
via	via
vyniknout	excel
malebný	picturesque
moravskoslezský	moravskoslezsky
osolený	salted
peřina	featherbed
razit	mint
reprezentativní	representative
nával	rush
nosní	nasal
Ondra	Ondra
vražedný	murder
ambasáda	embassy
hrdinka	heroine
kopí	spear
milionář	millionaire
vjem	sensation
živobytí	living
bažina	swamp
dodržení	compliance
extrémně	Extremely
facto	facto
Kennedy	Kennedy
napravo	right
osnova	outline
štětec	brush
vysílačka	transmitter
zákulisí	behind the scenes
zaznívat	resound
generátor	generator
lopata	shovel
ohromit	astound
plynulý	smooth
Renault	Renault
top	top
vnitřek	interior
zastrčit	tuck
dílec	component
kopírovat	copy
sekera	ax
spotřebič	appliance
střep	shard
amatér	amateur
Cimrman	Cimrman
kandidatura	candidacy
Kelly	Kelly
munice	ammunition
přihrávka	pass
růstový	Growth
vánek	breeze
vášnivě	heatedly
Frankfurt	Frankfurt
hluchý	deaf
prodávaný	sold
siréna	siren
SMS	SMS
Thorn	Thorn
vzrušeně	excitedly
zatočit	turn
zjev	appearance
hrabal	rummaged
iont	ion
náležitě	properly
napodobit	imitate
odvažovat	weigh
placka	cake
projednávání	hearing
sousedka	neighbor
tetička	auntie
Anička	Anička
děvka	whore
gigant	titan
katastr	cadastre
mučit	torture
nahrávat	record
násilník	rapist
pozůstalý	residuary
průřez	cross-section
převádět	convert
Rose	Rose
sociolog	sociologist
vrátný	porter
znenadání	unawares
celebrita	celebrity
hemžit	teem
Nat	Nat
průměrně	average
rozpadat	crumble
střevíc	shoe
vařící	boiling
vtáhnout	pull in
bednění	Formwork
dealer	dealer
motat	wind up
nuže	Well
opodál	aloof
praskat	creak
ztuhlý	stiff
geologický	geological
MV	MV
obdivuhodný	admirable
podélný	longitudinal
potit	perspire
předložený	submitted
trn	thorn
elegance	elegance
integrovat	integrate
misie	Missions
postřeh	observation
špaček	starling
garda	guard
choť	consort
přízemní	ground
rekonstruovat	reconstruct
vida	vida
výzbroj	equipment
zbarvený	colored
zrychlit	accelerate
auditor	auditor
názorový	of opinion
obalit	wrap
správnost	rightness
víla	fairy
vraždit	murder
Williams	Williams
bit	bit
dohodnutý	Agreed
estetika	aesthetics
chovanec	inmate
mrav	manners
plavky	swimsuit
prospívat	thrive
prozatímní	interim
revue	revue
šetrný	thrifty
tekutý	liquid
teplotní	thermal
vymazaný	deleted
zadavatel	authority
dynastie	dynasty
lednice	fridge
pískat	whistle
pokřtít	christen
přislíbit	vow
Ronny	Ronny
rybička	tiddler
vypravěč	Narrator
Carl	Carl
kvóta	quota
palubní	board
pamětní	memorial
patnáctý	fifteenth
přidržovat	hold
dovážet	import
dvojka	Pair
hojný	abundant
peníz	coin
podezírat	suspect
skleník	greenhouse
vkročit	walk in
vodit	walk
vstřícný	helpful
divně	weird
naložený	loaded
pohraniční	border
poklidný	placid
spěšně	hastily
SR	SR
vršek	top
zlatka	Zlatko
Company	Company
invalidní	disabled
křivda	injustice
opar	haze
pokojný	peaceful
rušný	eventful
zahajovat	launch
zvědavě	curiously
čtyřicátý	fortieth
Ráchel	Rachel
viditelně	visibly
vpadnout	raid
biskupský	episcopal
hraběnka	countess
pootevřený	ajar
posedlost	obsession
postěžovat	Complain
servisní	service
telekomunikace	telecommunication
výmluvný	eloquent
zásobovat	supply
horák	burner
koridor	corridor
kytarista	Guitarist
monumentální	monumental
osvojit	learn
regulovaný	controlled
rozruch	stir
šerif	sheriff
velkorysý	generous
čitelný	readable
konstantní	constant
lávka	footbridge
Litva	Lithuania
pást	graze
přehlížet	disregard
roztrhnout	rip
uhánět	scud
zaujetí	absorption
klesající	decreasing
naskočit	hop on
novinářský	journalistic
osel	donkey
part	part
pH	pH
postih	recourse
ježto	because
kalifornský	Californian
stesk	nostalgia
suverenita	sovereignty
trans	trance
výpis	listing
atletický	athletic
cožpak	Had
mluvící	speaking
obsáhlý	comprehensive
pořízení	acquisition
registrovaný	registered
sjíždět	go down
vtisknout	impress
záchranka	ambulance
děs	dread
dostavět	finish
Kraus	Kraus
nalezení	finding
palička	gavel
příkrý	steep
přísun	feed
slast	delight
sopka	volcano
sranda	hoot
syntetický	synthetic
nalevo	on the left
pečeť	seal
samopal	tommy gun
Macintosh	Macintosh
republikánský	republican
udiveně	in astonishment
unaveně	weary
vydírání	extortion
výztuž	Reinforcement
zastupitelství	Prosecution
zkažený	corrupt
air	air
biologie	biology
blahobyt	welfare
doprostřed	middle
dvaadvacet	Twenty-two
hrabat	scrabble
hydraulický	hydraulic
kytka	flower
Lee	Lee
představitelný	imaginable
úměrný	proportional
blbec	jerk
Daniela	Daniela
povstalec	insurrectionist
rival	rival
rozdrtit	crush
směle	boldly
soška	statuette
velikonoce	Easter
hoře	mountain
objektiv	lens
pilně	diligently
posledně	last
varovný	warning
legálně	legally
malování	painting
mihnout	flicker
mile	mile
oddechnout	breather
pochodeň	torch
přesahující	exceeding
rasový	race
receptor	receptor
reformní	reform
svíce	Candles
štěkat	bark
vyjednávat	negotiate
zrzavý	ginger
klimatizace	air conditioning
Náchod	Nachod
pohrávat	fool
šipka	arrow
vyplňovat	fill
zveřejněný	published
bodový	Scatter
odpadový	waste
podvečer	evening
rozumně	reasonably
východočeský	East Bohemia
duchový	spectral
hustě	thick
královéhradecký	Hradec Kralove
radikálně	radically
šlápnout	tread
teplický	Teplice
vegetace	vegetation
vyvolený	Chosen
branže	branch
drátěný	wire
Izraelec	Israeli
kolébka	cradle
koncovka	ending
stropní	Ceiling
učenec	scholar
Zéland	Zealand
obchvat	envelopment
obratně	ably
ploutev	flipper
prolomit	break
Rýn	Rhine
selský	rural
středeční	Wednesday
štěrbina	slot
vlažný	lukewarm
vyklouznout	slip out
životně	vitally
BMW	BMW
Erik	Erik
husí	goose
chápavě	knowingly
nezájem	lack of interest
pasta	paste
port	port
pozvánka	invitation card
šum	noise
vietnamský	Vietnamese
zálivka	dressing
alej	alley
klání	tilt
odbočit	digress
senzace	sensation
setrvat	persevere
slavík	nightingale
tržnice	Market
alergie	allergy
celoroční	yearlong
destička	tablet
larva	larva
mafie	mafia
meziříčí	meziříčí
Mick	Mick
republikán	republican
sekvence	sequence
kostní	Bone
množit	proliferate
surrealismus	surrealism
šach	shah
vyplout	sail
Deutsche	Deutsche
die	die
Duncan	Duncan
kotva	anchor
perfektně	perfectly
pětka	fiver
pravdivost	verity
střelit	shoot
surový	raw
vidlička	fork
výkyv	swing
chemikálie	chemicals
ironický	ironic
náležitý	due
ozdobný	fancy
sirka	match
úlomek	fragment
hajzl	cunt
sčítání	summing up
světnice	sitting room
tamější	local
tamten	yonder
uběhnout	elapse
extraligový	extraleague
hvězdička	asterisk
roztrhat	tear
Vratislav	Vratislav
diplom	diploma
chlupatý	hairy
kompromisní	Compromise
kytovec	grampus
Roger	Roger
vloupání	housebreaking
zábavní	Entertainment
zdatný	able-bodied
doznat	admit
drzý	sassy
Euro	Euro
Karla	Karla
líný	lazy
příbytek	abode
sebedůvěra	self-confidence
sedačka	seat
cyklistický	cycling
drobnost	trifle
idol	heartthrob
jez	is from
klečet	kneel
nastavený	default
palivový	fuel
přiřadit	assign
saudský	Saudi
Sokolov	Sokolov
telefonický	telephonic
trakt	tract
domlouvat	play
dusík	nitrogen
justice	judiciary
klacek	stick
nesčetný	numberless
pomyslný	imaginary
pořádaný	organized
slůvko	word
souběžně	concurrently
útlum	downturn
výšina	height
zmrzlý	frozen
čokoládový	chocolate
labyrint	labyrinth
poradna	clinic
sólový	solo
teoretik	theoretician
vlnový	wave
kolovat	circulate
linout	waft
příslušenství	accessories
určující	determining
vycházka	outing
výtěžek	yield
zalévat	Water
apoštol	apostle
farmaceutický	pharmaceutical
pekelný	infernal
protestantský	Protestant
stojan	easel
úterní	Tuesday
vzácně	rarely
krmení	feeding
obvodový	peripheral
rozmach	boom
sedmnáctý	seventeenth
steh	stitch
symbolizovat	symbolize
uchránit	protect
vřelý	warm
vyjádřený	expressed
zahřát	warm
bádání	research
jásat	shout
patřičně	accordingly
překročení	crossing
radioaktivní	radioactive
sezení	seating
Texas	Texas
Bulharsko	Bulgaria
dožadovat	crave
MW	MW
náhrobek	tombstone
proslout	proslout
přeběhnout	defect
svlékat	undressing
útroby	bowels
vjezd	entrance
Bruntál	Bruntál
bubeník	drummer
homosexualita	homosexuality
panský	lordly
pohybující	Moving
popřát	wish
průtok	flow
spojující	linking
sporák	cooker
stabilizace	stabilization
toulat	Roam
tvrdost	hardness
civilizovaný	civilized
Dunaj	Danube
křížek	cross
nepřátelství	hostility
parník	steamship
plodina	crop
pojatý	conceived
prodírat	wade through
přestoupit	change
ÚV	CC
Benešov	Benesov
božstvo	deity
Koller	Koller
naštvat	upset
nepříjemnost	unpleasantness
vinit	blame
vyjasnit	clear
zamezit	avoid
Alfa	Alpha
Lenin	Lenin
nejednou	many a time
odvod	conscription
ohniště	fireplace
prohloubit	deepen
prosazování	promotion
semínko	seed
Šárka	Sarka
tabákový	Tobacco
herectví	acting
padák	parachute
ponurý	grim
rozmlouvat	converse
řetízek	chain
severně	north
vyznačit	mark
znázornit	typify
chemik	chemist
kapitalistický	capitalist
kočí	coachman
meditace	Meditation
rodičovský	parental
Thajsko	Thailand
trio	trio
zabručet	grunt
kontinuita	continuity
listopadový	November
ME	ME
pohovor	interview
rozcházet	diverge
spiknutí	conspiracy
US-DEU	US-DEU
zářijový	September
guma	gum
příď	nose
stařenka	grandmother
Sýkora	Sykora
těstovina	pasta
Toronto	Toronto
analogie	analogy
Donald	Donald
homosexuál	gay
muka	anguish
projektant	planner
příplatek	surcharge
shořet	burn
val	wall
vanilkový	vanilla
zatoužit	yearn
zbavený	bereft
dutý	hollow
kráter	crater
sexy	sexy
Zdeňa	Zdeno
zdravotník	medic
exportní	Export
chudinka	poor soul
kožešina	fur
latina	Latin
předposlední	penultimate
Zbyněk	Zbynek
ztroskotat	shipwreck
čepel	blade
doléhat	weigh
družstevní	cooperative
Francisko	Francisco
Franta	Franta
hrávat	have played
létající	flying
plát	slab
povrchní	shallow
překonání	overcome
step	steppe
Tonda	Tonda
demo	demo
nasekat	baste
odborně	professionally
Ukrajinec	Ukrainian
čerpací	pumping
chatrč	shack
koloniální	colonial
kousat	bite
naklánět	tilt
nosnost	capacity
petržel	parsley
salto	somersault
cíp	tip
emigrovat	emigrate
Ch	Ch
kasino	casino
komodita	commodity
navléknout	thread
protein	protein
věru	Indeed
zahnout	turn
fabrika	factory
hadice	hose
severský	northern
střelný	gun
torpédo	torpedo
bankrot	bankruptcy
CIA	CIA
čtveřice	quaternion
Jackson	Jackson
kvetoucí	blooming
polekat	scare
průsmyk	pass
tematický	thematic
vyčkávat	bide
vytočit	dial
vzlétnout	lift off
čekající	waiting
delta	delta
eurozóna	Eurozone
koktejl	cocktail
Lake	Lake
nať	tops
pronásledování	persecution
propouštět	leak
protahovat	protract
přístupový	Access
směsice	mix
všudypřítomný	omnipresent
výtečný	exquisite
zařízený	furnished
potlačovat	to suppress
prso	breast
slibný	promising
unášet	abduct
výměra	acreage
závodit	race
finální	final
koláž	collage
kvantový	Quantum
namluvit	tell
Nancy	Nancy
Nymburk	Nymburk
sazka	sazka
stokrát	hundreds of times
barel	drum
buddhismus	buddhism
civil	civvies
cvik	exercise
dilema	dilemma
progresivní	progressive
rotace	rotation
Selby	Selby
stanovy	statutes
synagoga	Synagogue
vypracování	drawing
autonomie	autonomy
energický	energetic
houf	herd
modř	blue
pokrájet	pokrájet
vystrčit	push out
zaprášený	dusty
beztak	anyhow
Holmes	Holmes
Ján	Ján
návštěvnost	attendance
odemknout	unlock
pakt	pact
Peugeot	Peugeot
přívod	intake
skladový	stock
zjišťování	discovery
country	Country
čilý	alert
fara	rectory
iniciovat	initiate
oplátka	cachet
podnos	tray
poskytnutý	provided
Schweitzer	Schweitzer
šept	Sept
vložka	insert
vousy	beard
automatizace	automation
domeček	house
odliv	outflow
protagonista	protagonist
sebevědomý	self-confident
služebná	maidservant
uživatelský	user
vlídně	graciously
vložený	embedded
výbušnina	explosive
výškový	high-rise
zveřejňovat	published
živnost	trade
Bernard	Bernard
gauč	couch
nezvyklý	unaccustomed
plac	plac
přejíždět	pass over
Stalinův	Stalin
vyčerpávající	exhaustive
zabití	manslaughter
zanechávat	leave
závěť	testament
běžec	runner
čekárna	waiting room
fiktivní	fictive
hnojivo	manure
kooperace	cooperation
motto	motto
pomluva	slander
synovec	nephew
Táňa	Tana
zástavba	development
etiketa	etiquette
jednoduchost	simplicity
krytí	cover
mučení	torture
regenerace	regeneration
sestřenice	cousin
totálně	completely
Bachův	Bach
ex	ex
panák	stooge
pojednou	Suddenly
smysluplný	meaningful
tmavě	Dark
závora	barrier
zdvojnásobit	double
žaludeční	gastric
Berta	Bertha
metro	Metro
Pittsburgh	Pittsburgh
sociologický	sociological
Tvrdík	Tvrdík
úmrtnost	death rate
vichřice	gale
zvířátko	little animal
Igor	Igor
Krkonoše	Mountains
lepit	glue
taktický	tactical
zdůvodnění	justification
atlas	atlas
dekagram	decagram
vnucovat	obtrude
vymyslit	contrive
zavládnout	reign
blokovat	block
Francis	Francis
jídelníček	diet
klasik	classic
liberál	Liberal
Urban	Urban
kalendářní	calendar
odolávat	resist
